id,sent0,sent1,label-false,perplexity,predicted_false
556,"At the restaurant, police came for taking orders","At the restaurant, a waiter came for taking orders",0,746929.7847047774,0.0
747,dogs are social animals who prefer a solitary existence to live in a pack,dogs are social animals who prefer life in a pack to a solitary existence,0,19892984.414392848,0.0
1294,baby like milk,milk like a baby,1,4296444.007579379,0.0
891,you are able to use a piece of paper as a bookmark,you are able to use a brick as a bookmark,1,12062989.672395833,1.0
239,The man is resilient,The man is a rubber,1,84581432.5037933,1.0
1436,Jill received a bill from the moon,Jill received a bill from the gas company,0,4755199.379870903,1.0
1882,You can sell unwanted items on Facebook,You can sell a baby on Facebook,1,2447654.8188185915,1.0
779,we can touch the rainbows,we can see the rainbows,0,11476627.516717624,0.0
1045,"if it doesn't rain for a long time, the earth will get very dry","if it doesn't rain for a long time, the earth will get very wet",1,9230704.060789386,0.0
1655,The man Loves the dog,The dog hates his hoster,1,51993844.51229979,0.0
1839,I hide successfully behind a tree,I hide successfully behind a book,1,5691700.6947805695,1.0
1215,You can send the photos by email,You can send the book by email,1,826009.0742420848,0.0
1061,The dog yelled at the man.,The man yelled at the dog.,0,6899606.542174488,0.0
202,An x-ray can be used to see people without clothes.,An x-ray can be used to check the condition of a person's bones.,0,4014595.6761235096,0.0
1414,He drives cupboard well,He drives bike well,0,1635306.1981712026,1.0
707,Tacos was Johnny's favorite drink,Tacos was Johnny's favorite food,0,2191271.9933746187,0.0
1171,He ties his socks before leaving for his flight,He ties his shoes before leaving for his flight,0,565783.5770255927,0.0
1603,She shaved her eyes.,She shaved her legs.,0,25010999.815560464,1.0
1735,The snake ate the bird.,The snake ate the elephant.,1,198616405.12865055,1.0
644,river water run and reach the ocean finally.,Ocean water runs into the river,1,470898.9990046087,1.0
1997,"Sean is a hard-working guy, so he studied the whole day","Sean is a hard-working guy, so he plays phone games the whole day",1,2884171.466376641,0.0
130,A computer can work with being plugged in,A notebook can work with being plugged in,1,26220103.195465047,1.0
137,Walking is faster than driving,Running is faster than walking,0,9782611.389917742,1.0
597,The man went to jail after beating his wife.,The man went to jail after eating candy.,1,1037616.7131352532,0.0
1687,I am throwing hello,I am saying hello,0,25842564.906549398,1.0
1715,There was a bird flying.,There was a boy with glasses flying on a broomstick.,1,7473127.829149596,1.0
1633,A man is wearing pants.,A tiger is wearing pants.,1,8096684.83096813,0.0
976,he had a toothache so he went to a car salesman,he had a toothache so he went to a dentist,0,2432529.022789553,0.0
1734,The air is tasty,The juice is tasty,0,1181185.2732796883,1.0
904,fire cannot burn without oxygen,fire can burn without oxygen,1,26534187.386464138,0.0
1055,All frogs can fly in the sky just like birds.,Frogs are found in ponds and swamps.,0,4345853.884742844,0.0
103,I saw my friend's cat dancing,I saw my friend's car dancing,1,3028359.2594399345,0.0
915,you should stamp the letter before posting the letter,you can post the letter without any stamps,1,17823863.02064657,0.0
749,my sister went to the pond to fetch water,my sister went to the desert to fetch water,1,2152796.4979421566,0.0
165,She returned the book to the library.,The book returned the girl to the library.,1,3553811.9699527575,0.0
1303,I have two necks.,I have a neck.,0,14696395.138010941,0.0
1990,Soccer balls are round.,American Football balls are round.,1,4411782.799742555,0.0
272,salsa is blue,salsa is red,0,945914.7450612985,0.0
1669,He buys a new tv every day,He watches sports TV every day.,0,1447841.0420301945,1.0
1147,Birds make nest everyday in bedroom closets.,She put the guest coats in the bedroom closet.,0,4084732.808661726,1.0
471,Snowmobile drivers wear snowsuits to stay warm in the winter time.,Snowmobiles wear snowsuits to stay warm in the wintertime.,1,639346.7362757674,0.0
685,Something that might happen while bathing is your shirt becomes wet.,Something that might happen while bathing is your body becomes wet.,0,34002600.1801134,1.0
1423,My boat hauls my truck.,My truck can be used for hauling equipment or a boat.,0,1387817.3733537523,0.0
1169,A hole will make a boat sink,A hole will make a boat float,1,11133526.245647082,0.0
1810,He drove up the stairs to the bedroom,He walked up the stairs to the bedroom,0,4113335.8976702155,1.0
1835,She put a motorcycle on the table.,She put the salad on the table.,0,1746847.7580918588,0.0
1050,cats eat dog food,cats eat special cat food,0,13897796.070740903,1.0
1495,Film making can be a single job in the summer,Film making can be a stressful job in the summer,0,4419830.479789521,0.0
662,He picked up his piano and played a chord,He picked up his guitar and played a chord,0,4554897.913465686,0.0
951,she puts hot grease into a cup,she puts water into a cup,0,7673752.573346666,0.0
1166,The recipe takes a variety of herbs for flavor.,The pot takes a variety of herbs for flavor.,1,107928828.71344636,1.0
106,Mary won the race yesterday,Mary won the race tomorrow,1,2469146.839299288,0.0
1272,I watered the orange juice,I watered the plants,0,7663053.423483668,1.0
283,Food gets hotter as you leave it out,Food gets cooler as you leave it out,0,19672702.72295512,1.0
228,I wear my gloves on my feet.,I wear my gloves on my hands.,0,16358498.43814277,1.0
1974,Amy swam to Texas to see Austin,Amy travels to Texas to see Austin,0,15700189.646011557,0.0
1374,Texas is hot in the summer.,Texas is snowing in the summer.,1,686318.0649638553,0.0
791,smoking is injurious to health,smoking is good for health,1,984196.2271962392,0.0
335,They grabbed a dinosaur from the drawer.,They grabbed a soda from the drawer.,0,2849857.6889876756,0.0
35,Hens lay eggs,Pigs lay eggs,1,6933590.004142635,1.0
1795,sunlight comes from the sun,the sun comes from sunlight,1,19921879.893994797,1.0
90,The bike overtake the car,The red car went by very fast,0,915116.4835899292,1.0
655,The doctor repaired the patient's broken bone.,The doctor smashed the patient's broken bone.,1,1467185.2888634605,1.0
1488,a blue painting hangs on the wall,a blue painting is floating in air,1,9649277.945741825,1.0
1578,Lotion is useful for moisturizing your tea.,The lotion is useful for moisturizing your skin,0,22622162.216598254,1.0
1049,sitting on the barbed wire is more comfortable than sitting on a stool,sitting on a sofa is more comfortable than sitting on a stool,0,20799768.672508825,1.0
466,The whale was found in the forest,The bear was found in the forest.,0,5489704.2066917,1.0
1149,You must eat lots of fats and sugar to stay healthy.,You must exercise to stay healthy.,0,6682890.675374198,0.0
1484,A diet high in sugar is mandatory,A diet high in sugar is unhealthy,0,31692699.370992143,1.0
360,the clothes are running away,the clothes are being washed,0,2773458.405745396,0.0
530,The cheetah washed up on the beach,The whale washed up on the beach,0,2631751.651534678,0.0
1309,Watching sports is fun for all people,Watching sports is fun to some people,0,1549188.090382908,0.0
1751,You only die once,You die twice.,1,17530334.869630437,1.0
1624,Broken glasses help you see better.,Glasses help you see better,0,709826.2205637356,0.0
222,He answers a call on his banana.,He answers a call on his cell phone.,0,3089446.2513988656,0.0
445,An airplane swims in the water.,An airplane flies through the air.,0,2626634.0626073517,1.0
1109,Elephants are the smallest land mammals.,Elephants are the largest land mammals.,0,1212797.2394641063,0.0
682,He swam in the water,He swam in petrol,1,14143281.871587556,1.0
1621,I am a male,Men are more intelligent than women,1,1098637.336002329,1.0
383,She throws bananas at caretakers at the zoo all day.,He eats a banana for breakfast every day.,0,2176028.220990582,0.0
387,My friend started a campfire on the 4th of July.,People who start fires are pyromaniacs.,1,1743256.3912782017,0.0
1922,He put some water into a pool,He put a dinosaur into the pool,1,5413931.431192964,1.0
1914,that girl is taller than that boy,Girls are taller than boys on average,1,25650946.22275738,1.0
740,Dory moves the desk with her fin.,Dory moves the desk with her arms.,0,10377508.38791009,0.0
774,he put a piece of plastic on the bread,he put a piece of cheese on the bread,0,5479201.603096371,1.0
185,People get killed in famines.,People get fat during famines.,1,11420900.153854888,1.0
1181,A desalination plant in California would contribute to providing more drinkable water for that area.,Planting salt in California contributes to providing more drinkable water for that area.,1,2332125.340597126,0.0
1277,my mother cooked the chicken,my mother cooked the stone,1,10688908.556943657,0.0
646,You can use a Hospital to sleep while away from home,You can use a hotel to sleep while away from home,0,4586272.791565888,1.0
1521,MY SISTER PREPARE A SANDWICHES WITH CHALKS.,MY SISTER PREPARE A SANDWICHES WITH BREAD,0,2685527.2675750703,0.0
72,Puja almost works 12 to 15 hours every day.,Puja almost works 25 to 30 hours every day.,1,4239392.805303258,0.0
1239,"Due to global warming, the temperature becomes higher",Due to global warming the temperature becomes lower,1,2765160.3295708806,1.0
1302,He parked his bike in his house,He parked his train in his house,1,3721682.3014306077,1.0
1894,He waited for his bus at the bus stop,He waited for his flight at the bus stop,1,15500415.855066014,0.0
183,Widow is an opening in the wall or roof of a building or vehicle,Window is an opening in the wall or roof of a building or vehicle,0,3614523.3189685703,0.0
666,Children should eat their parents.,Children should be obedient to their parents.,0,2335891.535341388,0.0
1985,there is some water on the lawn,there is some water eating on the lawn,1,789249.9541985877,0.0
759,a man has two hands,a duck has two hands,1,116757443.35798895,1.0
214,The doctor graduated from medical school,The doctor failed medical school,1,1441255.987686301,0.0
1284,The elephant is gray.,The elephant is pink.,1,1834128.5829084706,0.0
1331,She puts clean clothes in the cabinet.,She puts dirty clothes in the cabinet,1,598778.2672090393,0.0
629,He borrowed a grinder from the library,He borrowed a book from the library,0,8501444.521229394,0.0
1119,he added milk to his coffee,he added pepper to his coffee,1,1660664.1273553376,1.0
144,Dogs have hooves.,Horses have hooves.,0,33952828.14678172,1.0
316,We communicate with each other by words and gestures,We don't communicate with each other at all,1,18489714.148091167,0.0
926,he put a hat inside of his head,he put a hat on top of his head,0,3813752.8409996377,0.0
643,He put all plates in the washing machine to clean,He put all dress in the washing machine to clean,0,2186249.795268569,0.0
1876,You should iron your clothes before you wash them,You should iron your clothes after you wash them,0,16551011.552734217,0.0
734,he kept shoe in the fridge,he kept chocolate in the fridge,0,4784380.00716848,1.0
225,Carol turned on the potato,Carol turned on the flashlight,0,1140699.3962736866,0.0
1307,She got off the bus at the crossroad,she got off the cruise ship at the crossroad,1,9812511.15086284,0.0
811,he purchased lime and cement to prepare sandwiches for dinner,he purchased bread and vegetables to prepare sandwiches for dinner,0,4624077.514442077,0.0
1034,shirts are clothes that people wear,shirts are clothes that birds wear,1,8791190.280525843,1.0
139,He wears an umbrella on his head.,He wears a hat on his head.,0,7420015.158158789,0.0
127,The sun is very cold.,The sun is very hot.,0,1924665.0825298324,1.0
761,he carried a whale in his car,he carried two people in his car,0,7858555.290923779,1.0
679,He went to fishing in the Jeep to the desert.,He went for fishing in the boat to the lake.,0,4949394.720536208,0.0
817,the ripe apples taste spicy,the ripe apples taste sweet,0,10547547.062069757,0.0
1007,the two-years-old baby drove her father daycare,the father drove his two-years-old baby to daycare,0,4574408.893504909,1.0
1136,I can drink bleach instead of water,I can't drink bleach instead of water,0,68655705.16819768,1.0
1339,She went for a run on the trail.,She went for a run on the Sun.,1,1743130.0459445715,0.0
384,the park is a nice place to jog,the room is a nice place to jog,1,6147092.4382606195,1.0
243,The black owl is red,The black owl is large,0,390443.34205722867,0.0
1744,"Yesterday, a dinosaur chased me.",Dinosaurs are extinct.,0,1957537.5239305815,0.0
713,My son placed his football on his dresser.,My son placed his school locker on his dresser.,1,3902886.7135600187,0.0
764,the farmers live on a cloud,the farmers live on a farm,0,7660123.452812726,1.0
1058,Wallets are typically used to hold cash and credit cards.,Wallets are typically used to hold spider eggs and denim.,1,2232341.839579503,1.0
421,Janitors often clean bathrooms for their company,Janitors create financial models for their company,1,9485032.626986295,1.0
721,She took a live giraffe from the shelf.,She took a book from the shelf.,0,14093168.214173619,1.0
1926,She put a child into the oven,She put a cake into the oven,0,3418632.4727281756,0.0
632,She cut down the large oak tree with a chainsaw,She cut down the grass with a chainsaw,1,1770205.5299607585,1.0
921,he ran on the track,he swam on the track,1,547465.9848729012,0.0
720,This girl made a horrible time-lapse,This girl made a very nice time-lapse,0,3091816.0055278405,0.0
1814,the little girl howled at the wolf,A wolf howled at the little girl,0,2136666.7430739244,0.0
665,He wrote a book by breaking his pen.,He wrote a book using his hands.,0,9987988.393239059,1.0
563,I oiled the floors.,I scrubbed the floors.,0,6942562.200610721,1.0
691,He turned on the TV with the VCR.,He turned on the TV with the remote.,0,7747484.743594916,1.0
1027,the man put on his airplane,the man put on his pants,0,3926623.6072637015,0.0
444,The woman dyes her hair every six weeks at the salon.,The woman dyes her feet every six weeks at the salon.,1,6817539.539695734,1.0
1163,"if you break the law, you will be punished","if you break the law, you will receive a reward",1,2452082.2514610984,0.0
390,The Pokemon caught Ash,Ash caught all the Pokemon,0,9378534.736223023,0.0
788,the person was connected to the mixing console,the microphone was connected to the mixing console,0,26649727.66957105,1.0
373,I use grass to cut my weed whacker.,I use a weed whacker to cut my grass.,0,1416161.6856614114,0.0
1972,He buy a house.,He buy a planet.,1,20298226.641643226,1.0
1198,A person can sleep,A fan can sleep,1,56672865.48687884,1.0
1326,one hundred people enter in the car,Two people enter in the car,0,849098.7815708541,1.0
1022,I ride a car on the ocean,I want to ride a car on the highway,0,30694424.95503538,1.0
579,You can ride the subway in the city.,You can ride the subway in the country.,1,1106064.628087397,1.0
1786,She put a cat in the cup.,She poured juice into the glass.,0,2431144.472219024,0.0
97,He used the mop to clean the carpet.,He used the vacuum to clean the carpet.,0,9093230.29929348,1.0
1549,the mobile phone can be used to contact with other person,the mobile phone is one of the food,1,1277526.3777337254,0.0
1082,Houses are found in lakes.,Tim painted his house yesterday.,0,17096635.409445975,1.0
1706,A blind man still has many senses,A dead man still has many senses,1,7762779.398369117,0.0
56,Put the baby in the driver seat.,Put the baby in the car seat.,0,1944030.9806802555,1.0
673,He uses a computer for data typing work.,He uses dumbbells for data typing work.,1,1063670.6550834537,0.0
794,it is safe to touch liquid nitrogen,it is dangerous to touch liquid nitrogen,0,1453125.1982486274,1.0
403,"The ant stepped on the child, which killed it.","The child stepped on the ant, which killed it.",0,6828080.4542279905,1.0
614,He opened a can of worms with a can opener.,He opened a can opener with a can opener.,1,18732802.07616511,1.0
45,James put the babies in the dog house.,JAMES PUT THE PUPPIES IN THE DOG HOUSE.,0,927857.983038708,0.0
1029,he put ice in the freezer,he put a cat in the freezer,1,8892231.184247889,0.0
1259,The elephant jumped into the car.,The dog jumped into the car.,0,3724806.9724971056,0.0
1013,crackhead does not take drugs,crackhead is a drug addict,0,8077157.32488369,1.0
47,Leena daily eats two bananas which are good for health.,Leena eats almost 1000 bananas daily as his morning breakfast.,1,1805503.6400786708,0.0
527,An electrician wires houses.,An electrician generates electricity.,1,15271285.109610248,1.0
1698,he was flying to Hawaii,he was swimming in Hawaii,1,5064993.183778962,0.0
1006,scissors are used to cut through paper,scissors are used to cut through rivers,1,1999499.7710661157,0.0
1847,A sandwich eats me.,I ate a nice sandwich.,0,2084521.2734656483,0.0
1110,Daniel performed woefully behind others because he's the most intelligent and brilliant in his class,Daniel aced his examination papers ahead of others because he's the most intelligent and brilliant in the class.,0,5508016.663674421,0.0
1868,The Management People were happy hearing the Protest news,The workers protested against the management People,0,3090241.861722449,0.0
1796,She put a lipstick in her pocket.,She put a pig in her pocket.,1,6654024.782612396,1.0
1960,The cow went to college to study art.,The man went to college to study art.,0,1626403.6575579192,0.0
1514,Asia is part of Dubai,Dubai is located in Asia,0,496599.22781279305,0.0
604,She takes a bath after wearing her running shoes.,She takes bath after removing her running shoes.,0,261797.98754501762,1.0
1612,A FISH LIVES IN WATER,A FISH WALKS IN THE STREET,1,1716525.9786488106,1.0
102,surveys have been known to harm children,surveys are great to make quick money,0,631130.8431289328,0.0
513,Women are usually larger than men.,Men are usually larger than women.,0,2659880.542553717,1.0
248,a ball is for dancing at,dinner is for dancing at,1,5015134.939679656,1.0
193,The carpenters only uses the best wood.,The best wood is made out of metal.,1,442201.63971941266,0.0
1622,Roses are blue and violets are red,Roses are red and violets are blue,0,9547452.979277134,0.0
1475,Australia is known for its unique animals like the kangaroo.,The kangaroos are common to every continent.,1,1630739.9859116834,1.0
920,paramedics just arrived at the accident scene to rescue the victims,dancers just arrived at the accident scene to rescue the victims,1,8472848.539321912,1.0
1927,He made a turkey sandwich.,Sandwich made a turkey.,1,10254591.96976605,1.0
52,My father can take a high jump up to 200m.,My father can take a high jump up to 2m.,0,3265110.266509966,0.0
1585,Heaven is nice,Heaven is horrible,1,10067784.462226855,1.0
1607,She went to the museum last weekend.,She went to the museum next weekend.,1,706773.6973699008,1.0
1060,I had dinner with my friends yesterday.,I was on date with lion yesterday.,1,4464174.903082245,0.0
1739,My mom always cuts my sister's hair.,My mom always cuts my fish's hair.,1,4679155.828089302,1.0
250,It is OK to take hot things out of the oven without using an oven mitten.,You should never take anything hot out of the oven without an oven mitten.,0,7265203.550512596,1.0
1852,He put the key in the lock.,He put a pony in the lock.,1,4640462.66138658,1.0
576,Banks lend money without any interest,Banks lend money on interest,0,779043.0976464419,0.0
705,He drinks milk in breakfast,He drinks white glue in breakfast,1,9895452.904154632,0.0
945,Peter is sleeping towards the bus stop,Peter is running towards the bus stop,0,20881296.148749392,1.0
613,The principal scolded the teachers.,The teachers scolded the principal.,1,554739.2760797596,0.0
1793,He put on a shirt.,He put on a bike.,1,3168724.330263379,1.0
324,She put the papers into the filing cabinet.,She put the filing cabinet into the papers.,1,2687871.7136408915,0.0
339,My bird is about forty feet tall.,My bird is about a foot tall.,0,2368105.5810773787,0.0
1229,No one drinks milk because you cannot absorb nutrients from it.,Many people drink milk to get nutrients from it.,0,5551693.058970998,0.0
650,He cut the onion with a knife,He cut the onion with a spoon,1,2937250.184544398,1.0
1506,The man who flies a plane is called a conductor.,The man who flies a plane is called the captain.,0,17574895.336692207,0.0
333,He is wearing gloves on his hands.,He is wearing gloves on his feet.,1,14300366.808562886,0.0
6,Grizzly bears hate honey.,Grizzly bears love honey.,0,3942747.684641151,0.0
1449,He left the cat in the kennel.,He left the dog in the kennel.,0,5684594.417000954,0.0
1419,Traveling by teleporting can take quite a long time.,Traveling on foot can take quite a long time.,0,4139114.490088921,0.0
15,The scorpion has claws and a stinger on its tail.,The frog has claws and a stinger on its tail.,1,5494596.239285536,0.0
1584,peoples use a handkerchief for eyes while the bike rides,peoples use cooling glass for eyes while the bike rides,0,2351566.6134764194,0.0
1630,Thanksgiving is in November.,Thanks for giving days starts the new year,1,205225.3608491659,0.0
611,The lamp fell off the counter,The counter fell off the lamp,1,1750553.3656916104,0.0
1432,He can cook a whole elephant in a frying pan,He can cook a whole chicken in a frying pan,0,9078776.935076045,0.0
1293,Rocks may float when placed in water.,Rocks sink when placed in water.,0,76691400.42125385,1.0
429,he likes to drink cold coffee,he likes to drink motor oil,1,6958663.113271417,1.0
1942,The bowling ball is swimming in the pond.,The big fish are swimming in the pond.,0,2320356.349736171,0.0
252,He put bricks in the oven for baking,He put the cake in the oven for baking,0,17312820.514694355,1.0
1001,he kept his prized horse in his pocket and had it taken care by a florist,he kept his prized horse in a stable and had it taken care by a professional trainer,0,1107857.1726412312,0.0
1569,"It might rain later today,  be sure to grab your breakfast before you leave.","It's might rain later today,  be sure to grab your umbrella before you leave.",0,1851507.8614063794,0.0
1885,We do not use the internet in today's generation.,Internet is very useful nowadays.,0,123664.02321375516,0.0
1352,There are top hats in the freezer,There are steaks in the freezer,0,7119940.722669553,1.0
332,Most people sleep in a shoe.,Most people sleep in a bed.,0,5653895.7409841195,1.0
1536,Many ships are sunk when they enter the bermuda triangle.,Many ships are sunk when they enter Canada.,1,6730746.245993382,1.0
1442,the fish is fishing,he is fishing,0,645117.4865508028,0.0
1510,He put water in a cup,He put the basketball inside a cup,1,951679.4848834457,0.0
606,The last thing you do when you leave the home is to lock the door.,The last thing you do when you leave the home is curling your hair.,1,9210760.239489267,1.0
1781,She washed the dish in the sink.,She washed the car in the sink.,1,4192756.4613130894,1.0
901,the baby held the teddy bear,the baby held a grizzly bear,1,11291524.841798794,0.0
402,She hung a post-it note on her pin-board using a push pin,She hung a post-it note on her pin-board using a cockroach,1,10405772.376499865,0.0
1311,"It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her snowsuit to work.","It was an August morning when Jessica,  a receptionist living in Toronto,  decided to wear her linen suit to work.",0,6054746.300838133,1.0
279,He flew the airplane to Jupiter,He flew the airplane to Europe,0,5397872.15489698,0.0
1891,The sky is blue,The sky is underground,1,99757704.84397903,1.0
1472,Its cooler in Arizona than anywhere in the USA.,The temperature in Arizona is hotter than Michigan,0,17225304.110804178,1.0
53,A graphics tablet enables VR games to be played on a computer,A graphics tablet enables sketching on computer,0,3089234.123242776,0.0
10,My sister visited art museum with her boyfriend,My sister visited art museum with her zebra,1,575734.5513870547,0.0
1892,the library has only one storybook,there are many books in the library,0,338210.37023140455,0.0
880,Jack lost his giraffe,Jack lost his wallet,0,1200919.5329247774,0.0
1070,"Dogs can come in many different colors such as red, blue, and green.","Dogs can come in many different sizes and colors, these are called breeds.",0,8485916.432717621,1.0
420,She put an ice cream in the oven.,She put an ice cream in the freezer.,0,515091.87564707495,0.0
1741,TORTOISE RUNS FASTER THAN CAT,CAT RUNS FASTER THAN TORTOISE,0,351511662.70735306,1.0
1301,He put a motorcycle in his wallet,He put a coin in his wallet,0,9844154.467992626,1.0
1917,Video games are fun,Video games are not fun,1,1886083.7752082022,1.0
219,She was drinking from a cup,She was drinking from a plate,1,13961614.226491772,0.0
1204,My car is going to the church service,My car is going to be fixed,0,4015384.4486590177,1.0
1230,She was interviewed after she got the offer,She was interviewed before she got the offer,0,4051306.6566115012,0.0
1179,"if he is retarded,  he will pass the examination","if he is brilliant,  he will pass the examination",0,14809852.440000812,1.0
960,we drove our car for 40 miles before having to stop for an oil refill,we drove our car for 40000 miles before having to stop for an oil refill,1,5287342.8342112005,0.0
615,The woman had her hair cut at the hair salon.,The woman had her hair cut at the hardware store.,1,595168.8000146631,0.0
1165,You are likely to find Rice bags in shoe shops,You are likely to find sandals in a shoe shop,0,6752425.7507657,1.0
24,She came off walking across the Pacific ocean,She came off sailing across the Pacific ocean,0,1563754.0724874053,1.0
273,A rainbow is a meteorological phenomenon,A rainbow can appear on the ground,1,3514586.782536795,0.0
1428,Sheep do not fly,Birds do not fly,1,786541.9252418247,0.0
862,she threw the football to the batter,she threw the softball to the batter,0,3464364.142894279,0.0
1830,You are unlikely to ever find a book in the library.,You are likely to find a book in a library.,0,23697740.737928823,1.0
1409,He likes to eat pizza.,He put a snake on pizza.,1,19477285.949240375,1.0
1993,I sliced the strong meat with my Kitchen spoon.,I sliced the strong meat with my Kitchen Knife.,0,450090.2202041035,0.0
622,The giraffe likes to ride  bicycle,The little boy likes to ride bicycle,0,1218887.0121607333,0.0
607,She started a fire in the fireplace.,She started a fire in the fridge.,1,1289603.2870017423,0.0
588,School is where animals go to dance,School is where students go to study,0,9831469.912711287,1.0
1344,Drinking beers makes the girl become an alien,Drinking beers makes the girl drunk,0,1918489.3645376973,0.0
990,if you want to have a pee then you should go to the toilet,if you want to have a pear then you should go to the toilet,1,6058962.975363616,0.0
1323,Colgate is a brand of beer,Colgate is a brand of toothpaste,0,73203596.60659155,1.0
315,She made a clown make a shirt,She made a shirt for a clown,0,16905577.31836298,0.0
28,"For Lunch, I made an armadillo sandwich for my husband.","For lunch, I made a turkey sandwich for my husband.",0,8146650.415328358,0.0
347,I wore pants to work.,I wore a notebook to work.,1,16690752.336498994,0.0
408,A new cars are expensive.,An old car is expensive.,1,5363374.125709844,1.0
756,"if you want fresh fruits and vegetables, you should grow them","if you want fresh fruits and vegetables, you should destroy them",1,24106993.49126742,0.0
1677,I want a clean house,I want a dirty house,1,15624758.450691845,0.0
1877,Cheetahs can run faster than cats,Cat runs faster than a cheetah,1,235570131.6613888,0.0
462,Many mammals have fingerprints.,All mammals have fingerprints.,1,3070486.1388223744,0.0
630,"If it had rained, you would have gotten wet","If it is a sunny day, you would have gotten wet",1,9987378.793410555,0.0
846,she ran toward the dangerous-looking man in the alley,she ran away from the dangerous-looking man in the alley,0,4032765.1692523304,0.0
1115,Me and Bob played cards last night.,Cats played cards last night.,1,2858243.656047427,0.0
1880,Leafs are useless,Leafs help plants absorb nutrition,0,100497551.39105058,1.0
1018,some people's favorite place is the zoo,you can go swimming and fishing at a zoo,1,1841598.679508441,1.0
584,Elephants life at the north-pole.,Tigers live in the jungle.,0,4583614.285560273,0.0
917,I decided to pack my microwave into my suitcase,I am currently packing for my vacation,0,2975625.5726545462,0.0
1934,Doctors do not have to study too much,"To become a doctor, it is important to study the course medicine",0,420994.7140756042,0.0
1127,A brave dog saved a drowning child this morning at Zion Beach!,A brave cat saved a drowning child this morning at Zion Beach!,1,6296600.478585122,1.0
1908,He put a giraffe in the pantry.,He put a can of beans in the pantry.,0,4214363.993563769,0.0
1502,"It was very hot,  so she put on her swimsuit and then ran and jumped into the pool.","It was very hot,  so she put on her snowsuit and then ran and jumped into the pool.",1,3355622.457270266,0.0
1818,I close my eyes to drive safely,I drive my car safely by following traffic rules,0,6396733.497615967,1.0
180,my boyfriend drinks orange juice after breakfast every day,my boyfriend drinks diesel after breakfast every day,1,14716282.666798193,1.0
621,I and the goats had a nice barbecue yesterday,I and John had a barbecue yesterday,0,1637300.517545742,0.0
1173,There are whales in a big city,There are buildings in a big city,0,1531996.8847463105,0.0
805,she put the ice cream in the oven,she put the ice cream in the freezer,0,2424037.025286208,0.0
1811,The vegetarian ate a big dinner of fruits and vegetables from the garden.,The vegetarian ate a big dinner of horse meat and vegetables from the garden.,1,8000150.355138925,0.0
256,London goes in this bus.,This bus may go to London.,0,1585092.8823893655,0.0
617,Alcoholic drinks are often served at parties,Alcoholic drinks are served in bowls.,1,1196788.734870655,0.0
642,he went up the hill,he went up a valley,1,3083009.352446348,0.0
816,the fire is warm,the fire is cold,1,22317277.999636125,0.0
1577,"If you do your job well, you will get paid regardless","If you do your job badly, you will get paid regardless",1,12697872.755620953,1.0
1265,You are likely to find chocolate in the wild.,You are likely to find a crocodile in the wild.,0,6199719.756551287,1.0
787,an air-condition is used to cool the room,a bulb is used to cool the room,1,7432720.866628552,1.0
374,I just invest 1 million in mutual funds.,I just deposited ten tigers in the banks and will get doubled in six years.,1,13668297.742663214,0.0
548,Going to the movies is fun for the whole family.,Going to the movie is fun for animals.,1,5208751.918691986,1.0
1106,My neighbor is a fish.,Fish live in the ocean.,0,595090.4767553299,0.0
232,A man walked from his home to the grocery store.,A man walked from his home to the moon.,1,33107469.19122061,1.0
1170,people often use alarms to remind them of important events,people often use flowers to remind them of important events,1,2069453.625308277,1.0
1940,The girl saw the red car.,The blind girl saw the red car.,1,9000705.923016071,1.0
589,Apples can only be found in orchards.,Apples are found in orchards around the world.,0,1616434.6554327602,0.0
1498,a turkey is a pig,a turkey is a bird,0,1924905.5485294417,0.0
1387,Sound is always faster than light,Sound is faster than people,0,921937.6748956635,0.0
1730,The woman eats a wooden sandwich.,The woman eats tuna sandwich.,0,9652977.966904737,0.0
343,She throws a feather in the hat.,She throws a stove in the hat.,1,9230087.865380397,0.0
767,the neighbor park their car in the middle of the street,the neighbor park their car in the parking lot,0,2286677.731628306,0.0
852,I put many elevators in the car,I put many suitcases in the car,0,5722730.162372697,0.0
1834,The man at the beach.,The man ate food on the beach.,0,2099394.281755051,0.0
1097,Humans do not eat food.,Humans eat food.,0,6873480.9792927755,1.0
1654,It is beautiful to stay hydrated,It is important to stay hydrated,0,333512.5706703762,0.0
1725,She used a match to make the campfire.,She used water to make the campfire.,1,756004.676649254,0.0
1003,cars are the only way to get around,cars are a useful mode of transportation,0,877316.2095576916,0.0
1920,The soccer player kicked a football into the goal.,A pitcher throws a baseball,0,13907342.207012096,0.0
1462,The groom threw the bride's garter to the groomsmen.,The groom threw the bridal party at the bride,1,4272826.141041648,1.0
1044,fishing nets are useful for covering a window,curtains are useful for covering a window,0,285982.0894387522,0.0
1733,The house shoved him,He shoved the girl,0,402391.9468485626,0.0
499,You will probably find a front room in a condominium.,You will probably find a front condo in a room.,1,961553.224977223,0.0
858,The book club did not accept members under the age of forty,The primary school did not accept members under the age of forty,1,7309961.2821779465,0.0
251,The farm is in carpet,The farm is in Kansas,0,21190799.985291492,1.0
1133,Billy kicked the ball into the goal,Billy kicked the frisbee into the goal,1,93585440.20442034,1.0
765,she bought two cinema tickets,she bought two supermarket tickets,1,14352394.317514317,1.0
